-2.000608636277134256e+00, -4.817110813737834896e+00
-2.739558483755991869e+00, -4.751706611448095252e+00
3.669563278471723144e+00, -3.766960648189637828e-02
3.922010651535555059e+00, 5.145302013044362077e+00
3.210245980122717668e+00, 1.334185578393097538e-01
4.073575160566259790e+00, 1.046996880462861768e+00
3.782379812229661464e+00, 5.623814338349643727e+00
4.050223744554158678e+00, 3.798391514699079874e-01
3.284400248772965991e+00, 4.761448922377353732e-02
-2.461174743996091596e+00, -4.891655679612845198e+00
-2.213732545821552655e+00, -5.158528777040134017e+00
3.377225269071461256e+00, 4.872659665715107558e+00
3.815135582290702487e+00, 4.348989664672544997e+00
3.976556860133197091e+00, 4.184488322265789151e+00
3.749926184761235515e+00, 4.776371422224371166e+00
3.784166927547906401e+00, 4.662216545035178683e+00
4.002028152926043525e+00, 5.268476871396178041e+00
3.483839332632448826e+00, 4.481126148655571129e+00
-2.380549072339722017e+00, -4.612378501296477751e+00
3.841869492927757257e+00, 7.816347515265231749e-01
-3.562014932200768147e+00, -5.713183617949041171e+00
2.971027928073135982e+00, 5.253841663854572630e+00
2.652640665199380798e+00, 1.472053683361142506e-01
-2.142051777526559508e+00, -4.062727279990582474e+00
2.971782818248143165e+00, 3.046232977234293871e-01
3.914724082288326024e+00, 4.813135791291481169e+00
3.046911408223502704e+00, 4.690222236440774850e+00
3.592386147998715806e+00, 1.114752132833513709e+00
3.097037558449127204e+00, -1.591780453379804117e-02
3.134885966381699696e+00, 1.055166971053259406e+00
3.660561219765773089e+00, 3.925521124412086893e-01
-2.427349169534829265e+00, -4.438519518397507468e+00
4.585309005753535061e+00, 5.188453479481605513e+00
-2.089189551447082849e+00, -5.234139949311865436e+00
3.728187968777834982e+00, 1.222031683102890731e-01
-2.968987057551680575e+00, -5.318726804439726230e+00
-3.338332018643033638e+00, -5.427633827057650073e+00
3.789091384094928738e+00, 4.793146164187763070e+00
-2.476040431866314062e+00, -5.173164305924358608e+00
3.531815896799122001e+00, -2.887194538731386872e-01
3.819452680474270778e+00, -3.365746509503703132e-02
3.479012295904424068e+00, 4.599623056541374488e+00
3.467703908363312770e+00, 8.713415548145624356e-01
3.963360972999999454e+00, 2.241152562326427788e-01
3.467840815637468932e+00, 2.513706046845513575e-01
3.172630627642592849e+00, 4.353388893417267091e+00
3.633486272266024830e+00, 4.935229181603589588e+00
3.771289094422553667e+00, 3.512015096828178251e+00
3.701574575006527201e+00, 5.211712185174580902e+00
-2.600298655799439196e+00, -5.178684495530998078e+00
3.822674311681399928e+00, -9.455288225430640292e-01
4.161225456513393262e+00, 4.839095979041205808e+00
4.185768380169262670e+00, 4.940524808625409436e-01
3.910911077979269290e+00, 2.631654365227480419e-01
3.780465574777524651e+00, -2.585134454968689433e-01
2.924827253248731829e+00, 3.612089570226659774e-01
3.508736435540404042e+00, -6.100839879736502658e-01
3.486609020126975267e+00, 1.288140497876418378e+00
3.810257921045610896e+00, 4.685724071194981022e+00
-2.653293385495828716e+00, -5.508999161922345067e+00
3.743326890385122230e+00, 1.067272674784486564e-01
